sku,in_db,in_ss,in_bc,db_available,db_committed,db_bc_mapped,db_client_store_maps,ss_available,ss_on_hand,bc_quantity_available,bc_band_name,bc_title
00198704240478,0,0,1,,,0,0,,,30,LEAVING RECORDS,VINYL
00669158573110,0,0,1,,,0,0,,,0,LEAVING RECORDS,Holiday Mystery Bundle - Black
00669158573127,0,0,1,,,0,0,,,0,LEAVING RECORDS,Holiday Mystery Bundle - Orange
198704169588,1,0,1,0,0,1,0,,,38,LEAVING RECORDS,CASSETTE
198704240478,1,0,0,0,0,1,0,,,,,
26BLITZ-SHIRT,1,0,1,0,0,1,0,,,,True Panther,#26BLITZ T-shirt
26BLITZ-SHIRT-2,0,0,1,,,0,0,,,,True Panther,#26BLITZ T-shirt
26BLITZ-SHIRT-3,0,0,1,,,0,0,,,,True Panther,#26BLITZ T-shirt
26BLITZ-SHIRT-4,0,0,1,,,0,0,,,,True Panther,#26BLITZ T-shirt
669158573110,1,0,0,0,0,1,0,,,,,
669158573127,1,0,0,0,0,1,0,,,,,
669158573523,1,0,1,0,0,1,0,,,30,LEAVING RECORDS,BLACK VINYL
9000000159534943294,1,0,1,0,0,1,0,,,0,True Panther,Limited Edition Cassette Tape
9000000159534965442,1,0,1,0,0,1,0,,,0,True Panther,"Limited Edition 12"" Vinyl"
A-DA-2019,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,PACKAGE: 2019 Fall Cassette Batch
A-ISTN-BV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,BLACK VINYL
A-ISTN-TP,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING
A-ND-C,1,0,1,0,0,1,0,,,24,LEAVING RECORDS,CASSETTE
AC-C,1,0,1,0,0,1,0,,,74,LEAVING RECORDS,Cassette
AC-CIP-C,1,0,1,0,0,1,0,,,48,LEAVING RECORDS,CASSETTE
AC-CIP-TP,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING
AC-CIP-V,1,0,1,0,0,1,0,,,30,LEAVING RECORDS,VINYL
AD-ADT,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,Ami Dang Tote
AD-MMV1-C,1,0,1,0,0,1,0,,,3,LEAVING RECORDS,CASSETTE
AD-PP-12VL,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,"12"" VINYL LP"
ADDITIONAL-SHIPPING,1,0,1,0,0,1,0,,,,True Panther,Additional Shipping (USPS Media Mail)
AE-VTWC-LEOS,1,0,1,74,0,1,0,,,74,Whited Sepulchre Records,"Limited Edition One-Sided 12"" LP"
AE-VTWC-PWF1,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,"PACKAGE: WSR Four 12"" Series"
AE-VTWC-VTWC,1,0,1,1,0,1,0,,,1,Whited Sepulchre Records,Variegated Tributary / Woven Crescent Test Press + LP (Edition of 1)
AH-F-FTPL,1,0,1,1,0,1,0,,,1,Whited Sepulchre Records,Fatigue Test Press + LP (Edition of 1)
AH-F-LE18,1,0,1,115,0,1,0,,,115,Whited Sepulchre Records,Limited Edition 180 Gram Vinyl
AJ-D-C,1,0,1,0,0,1,0,,,55,LEAVING RECORDS,CASSETTE
AJ-D-C-1,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,CASSETTE
AJ-D-TPV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING VINYL
AJ-D-V,1,0,1,0,0,1,0,,,48,LEAVING RECORDS,VINYL
AL-SD-LECV-1,1,0,1,37,0,1,0,,,37,Whited Sepulchre Records,Limited Edition Clear Vinyl + Split Cassette w/ braeyden jae + Limited Edition Insert
AL-T-LECV,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt & Tote w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-1,1,0,1,3,0,1,0,,,3,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-SS,0,0,1,,,0,0,,,1,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-SS-1,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-SS-2,0,0,1,,,0,0,,,0,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-SS-3,0,0,1,,,0,0,,,1,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
AL-T-LECV-SS-4,0,0,1,,,0,0,,,1,Whited Sepulchre Records,"Limited Edition Color Variant Re-Issue + T-Shirt  w/ Redesigned Cover, Risograph Insert, Liner Notes"
ALC-127,1,0,0,0,0,0,0,,,,,
ALC-129,1,0,0,0,0,0,0,,,,,
ALC-135,1,0,0,0,0,0,0,,,,,
ALC-139-CD-1,1,0,0,0,0,0,0,,,,,
ALC-139-LP-2,1,0,0,0,0,0,0,,,,,
ALC-146,1,0,0,0,0,0,0,,,,,
ALC-154,1,0,0,0,0,0,0,,,,,
ALC-158,1,0,0,0,0,0,0,,,,,
ALC-159,1,0,0,0,0,0,0,,,,,
ALC-160,1,0,0,0,0,0,0,,,,,
AR-12V,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,"~~~ 12"" VINYL"
AR-L2EC,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,~~~ CASSETTE
AS-ASII-SV,1,0,1,0,0,1,0,,,37,LEAVING RECORDS,MARBLED VINYL
AS-ASII-TPV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING VINYL
AS-ASII-V,1,0,1,0,0,1,0,,,38,LEAVING RECORDS,VINYL
ASIPV027X,1,0,1,22,0,1,0,,,22,LILA लीला,Double CD in Digipak
ASIPV049,1,0,1,5,0,1,0,,,5,LILA लीला,Transparent Double Vinyl In Gatefold Sleeve
AT-TM-TMV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,Temporary Music VINYL
AV-TG-C,1,0,1,60,0,1,0,,,15,LEAVING RECORDS,CASSETTE
AV-TG-V,1,0,1,0,0,1,0,,,10,LEAVING RECORDS,VINYL
B-A-ACD,1,0,1,0,0,1,0,,,0,True Panther,Amour Compact Disc
B-A-ALP,1,0,1,124,0,1,0,,,124,True Panther,"Limited Edition 12"" Black Vinyl + Flexi/Poster"
B-B8P-POSTER,1,0,1,0,0,1,0,,,0,True Panther,Babymorocco 885x590mm Poster
B-CE-C,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,CASSETTE
B-HG-ALMC,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,a limited marbled cassette edition
B-HG-ALSE,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,a limited standard edition
B-LL-LLLE,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,loose leaf limited edition cassette
B-SP-SPTP,1,0,1,184,0,1,0,,,184,True Panther,sleep paralysis Translucent Purple Vinyl
B-SP-SPV,1,0,1,0,0,1,0,,,0,True Panther,sleep paralysis Glow-In-The-Dark Green Vinyl
B-TS-STSC,1,0,1,0,0,1,0,,,0,True Panther,The Sound Compact Disc
B-TS-TSCD,1,0,1,0,0,1,0,,,0,True Panther,The Sound Compact Disc
BAG-WSR-036,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,Tender Tote
BAG-WSR-TLT,1,0,1,0,0,1,0,,,,Whited Sepulchre Records,Talk Low Tote
BB-TS-TS12,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,"The Snake 12"" VINYL"
BDW-TI-BC,1,0,1,0,0,1,0,,,38,LEAVING RECORDS,BLUE CASSETTE
BDW-TI-BV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,BLACK VINYL
BDW-TI-TPV,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING VINYL
BF-ATTW-BV,1,0,1,0,0,1,0,,,24,LEAVING RECORDS,BLUE VINYL
BF-ATTW-C,1,0,1,0,0,1,0,,,58,LEAVING RECORDS,CASSETTE
BF-ATTW-V,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,BLACK VINYL
BJ-FM-FMTP,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,Fog Mirror Test Press + LP (Edition of 1)
BJ-FM-LEVS,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,Limited Edition White Vinyl + Split Cassette w/ ant'lrd + Speciality Insert
BK-BKSP-LESC,1,0,1,0,0,1,0,,,0,Whited Sepulchre Records,Limited Edition Split Cassette with Sympathy Pain
BK-BKSP-SLEC,1,0,1,27,0,1,0,,,27,Whited Sepulchre Records,Super Limited Edition Cassette w. Alt. Artwork
BM-ATTW-TP,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,TEST PRESSING
BM-YNM-C,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,CASSETTE
BOOK-FRCS-NA-ER,1,0,0,0,0,0,0,,,,,
BOOK-IP-BRLW-ARCBYWW,1,0,0,0,0,0,0,,,,,
BOOK-SRR-NS-TMF,1,0,0,0,0,0,0,,,,,
BOOK-WSR-039,1,1,1,10,0,1,0,2,2,10,Whited Sepulchre Records,Limited Edition Still Water Zine
BP-INTS-S,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-INTS-S-1,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-INTS-S-2,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-INTS-S-3,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-INTS-S-4,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-INTS-S-5,0,0,1,,,0,0,,,0,Northern Spy Records,Instant Night T-Shirt Bundle
BP-WBTS,1,0,1,0,0,1,0,,,0,Northern Spy Records,White Bicycle triptych set (limited bone vinyl)
BP-WBTS-1,1,0,1,0,0,1,0,,,0,Northern Spy Records,White Bicycle triptych set: LP + CD + Cassette
BT-EM-EM12,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,"Elder Mantis 12"" VINYL"
BT-EMLS,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-EMLS-S,0,0,1,,,0,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-EMLS-S-1,0,0,1,,,0,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-EMLS-S-2,0,0,1,,,0,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-EMLS-S-3,0,0,1,,,0,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-EMLS-S-4,0,0,1,,,0,0,,,0,LEAVING RECORDS,Elder Mantis Long Sleeve
BT-OW-COW,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,CASSETTE: Opal Wand
BT-PA-PAC,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,Parlour Arcana CASSETTE
BT-SAFN-C,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,CASSETTE
BT-SAFN-C-1,1,0,1,0,0,1,0,,,23,LEAVING RECORDS,CASSETTE
BUNDLE-NNA-151-123,1,0,1,0,0,1,0,,,0,NNA Tapes,Shift + Acquiesce Bundle
BW 006,1,0,1,36,0,1,0,,,36,Birdwatcher Records,Cale Brandley with Triptych Myth: Finding Fire CD
BW031 / CLLN07,1,0,0,0,0,0,0,,,,,
BWCD-006,1,0,1,0,0,1,0,,,,Birdwatcher Records,Andrew Lamb Trio - Casbah Of Love CD
C-D-CB,1,0,1,0,0,1,0,,,19,LEAVING RECORDS,CASSETTE BUNDLE
C-D-DC,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,DOGGYSTYLE CASSETTE
C-ERE-C,1,0,1,0,0,1,0,,,25,LEAVING RECORDS,CASSETTE
C-ERE-L12V,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL
C-ERE-V,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL
C-ERE-VB,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL BUNDLE
C-MITP-CB,1,0,1,0,0,1,0,,,21,LEAVING RECORDS,CASSETTE BUNDLE
C-SS-V,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL
C-SS-VS,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL (SMOKE)
C-SSE-VB,1,0,1,0,0,1,0,,,0,LEAVING RECORDS,VINYL BUNDLE
CB-CC3-CC3C,1,0,1,93,0,1,0,,,93,True Panther,Cash Corridos 3 Compact Disc (CD)
CD-2TONE-9QYS,1,0,0,0,0,1,0,,,,,
CD-2TONE-K70P,1,0,0,0,0,1,0,,,,,
CD-A.D.2202-001,1,0,0,0,0,0,0,,,,,
CD-A.D.2202-002,1,0,0,0,0,0,0,,,,,
CD-AAD-040,1,1,0,2,0,0,0,2,2,,,
CD-AAD-041,1,1,0,1,0,0,0,1,1,,,
CD-ACD-001,1,1,0,66,0,0,0,66,66,,,
CD-ACD-002,1,1,0,15,0,0,0,15,15,,,
CD-ACD-003,1,1,0,108,0,0,0,108,108,,,
CD-ACD-004,1,0,0,0,0,0,0,,,,,
CD-ACD-005,1,1,0,19,0,0,0,19,19,,,
CD-AE-034,1,1,0,2,0,0,0,2,2,,,
CD-AE-037,1,1,0,2,0,0,0,2,2,,,
CD-AE-053,1,1,0,2,0,0,0,2,2,,,
CD-AE-065,1,1,0,3,0,0,0,3,3,,,
CD-AE-066,1,1,0,4,0,0,0,4,4,,,
CD-AE-071,1,1,0,3,0,0,0,3,3,,,
CD-AE-075,1,1,0,3,0,0,0,3,3,,,
CD-AE-076,1,1,0,2,0,0,0,2,2,,,
CD-ALC-144,1,0,0,0,0,0,0,,,,,
CD-ALC-149,1,0,0,0,0,0,0,,,,,
CD-ALT-053,1,0,0,0,0,0,0,,,,,
CD-ALT-067,1,0,0,0,0,0,0,,,,,
CD-ALT-068,1,0,0,0,0,0,0,,,,,
CD-ALT-073,1,0,0,0,0,0,0,,,,,
CD-ARCA-224,1,1,0,1,0,0,0,1,1,,,
CD-ARCA-252,1,1,0,2,0,0,0,2,2,,,
CD-ASIFALWA-9UEO,1,0,0,0,0,1,0,,,,,
CD-ASIFALWA-KAIC,1,0,0,0,0,1,0,,,,,
CD-AV!-035,1,1,0,3,0,0,0,3,3,,,
CD-AV!-040,1,0,0,0,0,0,0,,,,,
CD-AV!-047,1,0,0,0,0,0,0,,,,,
CD-AV!-051,1,1,0,5,0,0,0,5,5,,,
CD-AV!-059,1,1,0,14,0,0,0,14,14,,,
CD-AV!-080,1,1,0,19,0,0,0,19,19,,,
CD-AV!-083,1,1,0,1,0,0,0,1,1,,,
CD-AV!-084,1,1,0,6,0,0,0,6,6,,,
CD-AV!-087,1,0,0,0,0,0,0,,,,,
CD-AV!-089,1,1,0,13,0,0,0,13,13,,,
CD-AV!-090,1,1,0,7,0,0,0,7,7,,,
CD-AV!-093,1,1,0,1,0,0,0,1,1,,,
CD-AV!-098,1,1,0,1,0,0,0,1,1,,,
CD-AV!-099,1,1,0,18,0,0,0,18,18,,,
CD-AV-008,1,0,0,0,0,0,0,,,,,
CD-AV-009,1,1,0,9,0,0,0,9,9,,,
CD-AV-100,1,0,0,0,0,0,0,,,,,
CD-BASKETST-9RUO,1,0,0,0,0,1,0,,,,,
CD-BASKETST-K7TS,1,0,0,0,0,1,0,,,,,
CD-BCD-002,1,1,0,9,0,0,0,9,9,,,
CD-BDIJ-TFFV3,1,1,0,9,0,0,0,9,9,,,
CD-BDJ-001-DT,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-001-ID,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-002,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-011,1,1,0,7,0,0,0,7,7,,,
CD-BDJ-023,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-BN-SFTB,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-BN-TFFV2,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-K7-ABS,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-K7-TKPC,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-K7-WGTC,1,1,0,8,0,0,0,8,8,,,
CD-BDJ-KCBN-G,1,1,0,8,0,0,0,8,8,,,
CD-BDM-008,1,0,0,0,0,0,0,,,,,
CD-BDM-009,1,1,0,16,0,0,0,16,16,,,
CD-BDM-010,1,1,0,5,0,0,0,5,5,,,
CD-BDM-011,1,1,0,12,0,0,0,12,12,,,
CD-BRICKAND-9R7A,1,0,0,0,0,1,0,,,,,
CD-BRICKAND-K77P,1,0,0,0,0,1,0,,,,,
CD-BW-001,1,0,1,6,0,1,0,,,6,Birdwatcher Records,Limited Edition Compact Disc
CD-BW-008,1,0,1,0,0,1,0,,,0,Birdwatcher Records,Take The Neon Lights CD
CD-BW-010,1,1,1,48,0,1,0,3,3,48,Birdwatcher Records,Adir L.C. Basket Star CD
CD-BW-012,1,0,1,0,0,1,0,,,0,Birdwatcher Records,Compact Disc
CD-BW-013,1,1,1,46,0,1,0,3,3,46,Birdwatcher Records,Timoka Deluxe CD in Jacket
CD-BW-014,1,1,1,0,0,1,0,2,2,,Birdwatcher Records,Compact Disc
CD-BW-014-1,1,0,1,0,0,1,0,,,,Birdwatcher Records,Limited Edition Digipak CD
CD-BW-015,0,1,0,,,0,0,2,2,,,
CD-BW-016,1,0,1,0,0,1,0,,,0,Birdwatcher Records,CD
CD-BW-017,0,1,0,,,0,0,5,5,,,
CD-BW-022,1,0,1,0,0,1,0,,,,Birdwatcher Records,Digipak CD
CD-BW-16,1,0,1,0,0,1,0,,,,Birdwatcher Records,CD in Digipack
CD-BWR-026,1,1,0,4,0,0,0,4,4,,,
CD-CELLSREM-9PI9,1,0,0,0,0,1,0,,,,,
CD-CELLSREM-K5MY,1,0,0,0,0,1,0,,,,,
CD-CH-338,1,1,0,2,0,0,0,2,2,,,
CD-CH-352,1,1,0,2,0,0,0,2,2,,,
CD-CH-364,1,1,0,3,0,0,0,3,3,,,
CD-CH-371,1,1,0,3,0,0,0,3,3,,,
CD-DAS-BNCI,1,0,0,0,0,0,0,,,,,
CD-DIFI-001,1,1,0,2,0,0,0,2,2,,,
CD-DIFI-002,1,1,0,2,0,0,0,2,2,,,
CD-DIFI-003,1,1,0,2,0,0,0,2,2,,,
CD-DR-006,1,1,0,1,0,0,0,1,1,,,
CD-EB-050,1,1,0,3,0,0,0,3,3,,,
CD-EB-051,1,1,0,3,0,0,0,3,3,,,
CD-EB-055,1,1,0,3,0,0,0,3,3,,,
CD-EB-056,1,1,0,3,0,0,0,3,3,,,
CD-EB-058,1,1,0,6,0,0,0,6,6,,,
CD-EB-061,1,1,0,3,0,0,0,3,3,,,
CD-EB-062,1,1,0,3,0,0,0,3,3,,,
CD-EB-063,1,1,0,3,0,0,0,3,3,,,
CD-EB-065,1,1,0,1,0,0,0,1,1,,,
CD-EB-068,1,1,0,7,0,0,0,7,7,,,
CD-EB-069,1,1,0,8,0,0,0,8,8,,,
CD-EHR-001,1,1,1,2,0,1,0,2,2,2,Egghunt Records,Limited Edition Compact Disc
CD-EHR-002,1,1,1,3,0,1,0,3,3,3,Egghunt Records,Limited Edition Compact Disc
CD-EHR-003,1,1,1,1,0,1,0,1,1,1,Egghunt Records,Limited Edition Compact Disc
CD-EHR-010,0,1,0,,,0,0,1,1,,,
CD-EHR-017,0,1,0,,,0,0,1,1,,,
CD-EHR-020,0,1,0,,,0,0,1,1,,,
CD-EHR-022,1,1,1,4,0,1,0,5,5,4,Egghunt Records,Limited Edition Compact Disc
CD-EHR-027,0,1,0,,,0,0,7,7,,,
CD-EHR-030,1,1,1,31,0,1,0,31,31,31,Egghunt Records,Limited Run CD
CD-EHR-041,0,1,0,,,0,0,30,30,,,
CD-EHR-056,1,1,1,9,0,1,0,9,9,9,Egghunt Records,Limited Edition Compact Disc
CD-EHR-060,1,1,1,19,0,1,0,21,21,19,Egghunt Records,Compact Disc
CD-EMF-084,1,1,0,1,0,0,0,1,1,,,
CD-EMF-085,1,1,0,1,0,0,0,1,1,,,
CD-EMF-088,1,0,0,0,0,0,0,,,,,
CD-EMF-089,1,0,0,0,0,0,0,,,,,
CD-F-ARKIV-002,1,0,0,0,0,0,0,,,,,
CD-FDR-01,1,1,0,1,0,0,0,1,1,,,
CD-FDR-06,1,1,0,2,0,0,0,2,2,,,
CD-FEELIT-043,1,0,0,0,0,0,0,,,,,
CD-FEELIT-068,1,0,0,0,0,0,0,,,,,
CD-FEELIT-094,1,0,0,0,0,0,0,,,,,
CD-FINDINGF-9T0U,1,0,0,0,0,1,0,,,,,
CD-FINDINGF-K914,1,0,0,0,0,1,0,,,,,
CD-FINISHHI-9STQ,1,0,0,0,0,1,0,,,,,
CD-FINISHHI-K8TD,1,0,0,0,0,1,0,,,,,
CD-FOM-000,1,0,0,0,0,0,0,,,,,
CD-FOM-0000,1,0,1,-1,0,1,0,,,0,Northern Spy Records,Sex CD
CD-FOM-0001,1,0,0,0,0,0,0,,,,,
CD-FOM-0002,1,0,1,0,0,1,0,,,0,Northern Spy Records,Aquatic CD
CD-FOM-0004,1,0,1,10,0,1,0,,,10,Northern Spy Records,Silent Night CD
CD-FOM-0005,1,0,0,0,0,0,0,,,,,
CD-FOM-0007,1,0,1,0,0,1,0,,,0,Northern Spy Records,Aether CD
CD-FOM-0010,1,0,1,0,0,1,0,,,0,Northern Spy Records,The Boys CD
CD-FOM-0015,1,0,1,0,0,1,0,,,0,Northern Spy Records,Mindset CD
CD-FOM-008,1,0,0,0,0,0,0,,,,,
CD-FPR-035,1,0,0,0,0,0,0,,,,,
CD-FPR-042,1,0,0,0,0,0,0,,,,,
CD-FPR-045,1,0,0,0,0,0,0,,,,,
CD-GGGR-111,1,1,0,1,0,0,0,1,1,,,
CD-GGGR-119,1,1,0,7,0,0,0,7,7,,,
CD-GGGR-128,1,1,0,4,0,0,0,4,4,,,
CD-GGGR-129,1,1,0,17,0,0,0,17,17,,,
CD-HAE-001,1,0,0,0,0,0,0,,,,,
CD-HEL-049,1,1,0,1,0,0,0,1,1,,,
CD-HEL-069,1,1,0,1,0,0,0,1,1,,,
CD-HEL-073,1,1,0,1,0,0,0,1,1,,,
CD-HEL-075,1,1,0,1,0,0,0,1,1,,,
CD-HEL-080,1,1,0,5,0,0,0,5,5,,,
CD-HEL-081,1,1,0,2,0,0,0,2,2,,,
CD-HEL-104,1,0,0,0,0,0,0,,,,,
CD-HEL-129,1,1,0,4,0,0,0,4,4,,,
CD-HEL-130,1,1,0,4,0,0,0,4,4,,,
CD-HEL-42002,1,0,0,0,0,0,0,,,,,
CD-HEL-42008,1,1,0,32,0,0,0,32,32,,,
CD-HEL-99071,1,1,0,1,0,0,0,1,1,,,
CD-HEL-99074,1,0,0,0,0,0,0,,,,,
CD-HEL-99077,1,0,0,0,0,0,0,,,,,
CD-HIGHTIDE-9TTL,1,0,0,0,0,1,0,,,,,
CD-HIGHTIDE-K9W8,1,0,0,0,0,1,0,,,,,
CD-INRI-029,1,1,0,2,0,0,0,2,2,,,
CD-INRI-095,1,1,0,2,0,0,0,2,2,,,
CD-KSX-BW-L,1,0,0,0,0,0,0,,,,,
CD-LADR-01,1,1,0,8,0,0,0,8,8,,,
CD-LBINC-1908,1,0,0,0,0,0,0,,,,,
CD-LHT-04,1,0,1,0,0,1,0,,,0,Northern Spy Records,CD - WITH 16 COLORFUL INSERTS
CD-MT-068,1,1,0,5,0,0,0,5,5,,,
CD-MT-078,1,0,0,0,0,0,0,,,,,
CD-MT-091,1,0,0,0,0,0,0,,,,,
CD-MT-092,1,1,0,6,0,0,0,6,6,,,
CD-MT-111,1,0,0,0,0,0,0,,,,,
CD-MT-122,1,0,0,0,0,0,0,,,,,
CD-MT-134,1,0,0,0,0,0,0,,,,,
CD-MT-139,1,1,0,6,0,0,0,6,6,,,
CD-NCNH-021,1,1,0,2,0,0,0,2,2,,,
CD-NEB-008,1,0,0,0,0,0,0,,,,,
CD-NF-094,1,1,0,3,0,0,0,3,3,,,
CD-NFR-009,1,0,0,0,0,0,0,,,,,
CD-NNA-084,1,1,0,9,0,0,0,9,9,,,
CD-NNA-087,1,1,1,2,0,1,0,10,10,2,NNA Tapes,Compact Disc
CD-NNA-101,1,0,1,0,0,1,0,,,0,NNA Tapes,Limited Edition CD
CD-NNA-104,1,1,1,1,0,1,0,1,1,0,NNA Tapes,Limited Edition Compact Disc
CD-NNA-108,1,0,1,0,0,1,0,,,0,NNA Tapes,Compact Disc
CD-NNA-111,1,1,1,4,0,1,0,10,10,4,NNA Tapes,Limited Edition CD
CD-NNA-117,1,0,1,0,0,1,0,,,0,NNA Tapes,Nothing
CD-NNA-119,1,1,1,4,0,1,0,10,10,4,NNA Tapes,Compact Disc
CD-NNA-121,1,1,1,42,0,1,0,44,44,42,NNA Tapes,CD in Digipak
CD-NNA-122,1,0,1,0,0,1,0,,,0,NNA Tapes,Compact Disc
CD-NNA-127,1,1,1,35,0,1,0,35,35,35,NNA Tapes,Compact Disc
CD-NNA-135,1,1,1,13,0,1,0,15,15,13,NNA Tapes,Compact Disc
CD-NNA-137,1,1,1,16,0,1,0,10,10,16,NNA Tapes,Compact Disc
CD-NNA-137-X,1,0,1,0,0,1,0,,,0,NNA Tapes,Bundle: Graphic Score + Compact Disc
CD-NNA-146,1,1,1,43,0,1,0,38,38,43,NNA Tapes,CD
CD-NNA-150,1,1,1,0,0,1,0,17,17,0,NNA Tapes,COMPACT DISC
CD-NORENT-028,1,1,0,1,0,0,0,1,1,,,
CD-NS-001,1,0,1,25,0,1,0,,,25,Northern Spy Records,CD
CD-NS-002,1,0,1,0,0,1,0,,,0,Northern Spy Records,Compact Disc
CD-NS-004,1,1,1,4,0,1,0,4,4,4,Northern Spy Records,CD
CD-NS-005,1,1,1,5,0,1,0,5,5,5,Northern Spy Records,CD
CD-NS-006,1,1,1,4,0,1,0,4,4,4,Northern Spy Records,CD
CD-NS-007,1,1,1,11,0,1,0,11,11,4,Northern Spy Records,CD
CD-NS-009,1,1,1,4,0,1,0,4,4,4,Northern Spy Records,CD
CD-NS-011,1,1,1,4,0,1,0,10,10,4,Northern Spy Records,CD
CD-NS-012,1,0,1,2,0,1,0,,,2,Northern Spy Records,Compact Disc
CD-NS-013,1,1,1,3,0,1,0,5,5,3,Northern Spy Records,CD
CD-NS-015,1,1,1,9,0,1,0,9,9,9,Northern Spy Records,CD
CD-NS-018,1,1,1,2,0,1,0,2,2,0,Northern Spy Records,CD
CD-NS-019,1,1,1,3,0,1,0,10,10,3,Northern Spy Records,CD
CD-NS-020,1,0,1,0,0,1,0,,,0,Northern Spy Records,LP
CD-NS-021,1,1,1,3,0,1,0,4,4,3,Northern Spy Records,CD
CD-NS-022,1,1,1,2,0,1,0,2,2,2,Northern Spy Records,CD
CD-NS-023,1,0,1,10,0,1,0,,,10,Northern Spy Records,CD
CD-NS-024,1,1,1,4,0,1,0,4,4,4,Northern Spy Records,CD
CD-NS-025,1,1,1,3,0,1,0,6,6,3,Northern Spy Records,Compact Disc
CD-NS-025-1,1,0,1,5,0,1,0,,,5,Northern Spy Records,CD
CD-NS-026,1,1,1,3,0,1,0,3,3,3,Northern Spy Records,CD
CD-NS-027,1,1,1,7,0,1,0,7,7,7,Northern Spy Records,Box Set
CD-NS-028,1,1,1,9,0,1,0,9,9,9,Northern Spy Records,CD
CD-NS-030,1,1,1,4,0,1,0,4,4,4,Northern Spy Records,CD
